parent_asin,title,original_description,original_features,image_url,image_variant,ai_generated_description
B01HVTJOC2,Super Chevy    Print Magazine,"Features the latest in modified and restored Chevy cars and trucks. Provides technical articles, information on new products, and coverage of all major Chevy-powered motorsports.",,https://m.media-amazon.com/images/I/517Bz5lCVIL._AC_.jpg,MAIN,super chevy magazine issue cover featuring a blue car with a v8 on the front
B008CJ1V40,Jewelry Stringing    Print Magazine,"Jewelry Stringing magazine is full of new, fashion-savvy bead designs to inspire you to create your own fabulous jewelry. Offering more how-to project designs using a range of techniques and jewelry components. Plus a wide range of wireworking techniques to enhance your stringing projects.",,https://m.media-amazon.com/images/I/51o9C22LubL._AC_.jpg,MAIN,a magazine cover with jewelry and accessories on it
B00HZU8EM4,Cottage Journal,,,https://m.media-amazon.com/images/I/61Sy1gPukPL._AC_.jpg,MAIN,a magazine cover with flowers in a basket
B000225SRG,Delicious Magazine    Print Magazine,"Delicious celebrates food and the people who produce it, from celebrity chefs to passionate epicureans from around Australia and the rest of the world. Issues include a wide variety of recipes, tips and techniques, product reviews, gardening features for those who want to include homegrown ingredients, and more.",,https://m.media-amazon.com/images/I/51GCzZsCUpL._AC_.jpg,MAIN,delicious magazine cover with a slice of pie on it
B000NY15YI,Teatime Magazine,,,https://m.media-amazon.com/images/I/6198PHxu6bL._AC_.jpg,MAIN,"the cover of tea time magazine, featuring a tea pot with flowers in it"
B015HSVUJO,Essence,,,https://m.media-amazon.com/images/I/5106Z2uziNL._AC_.jpg,MAIN,essence magazine cover the other half of person
B06XW52KRF,Architectural Digest    Print Magazine,"Product Description Architectural Digest is the international authority in design. Get insider access into the world's most beautiful homes through stunning photography and stories from some of the best writers in the industry. From classic to contemporary styles — AD has it all. Your subscription will also include the annual special issues: Before & After and Designers Own Homes . Subscribe Today! Amazon.com Review Filled to the brim with articles, pictures, and features on both interior and exterior architecture and design, Architectural Digest magazine is a great resource for ideas, inspiration, and entertainment for designers and design enthusiasts.  Many issues of Architectural Digest magazine take on central themes, so there is always something new and special to look forward to each month. The content editors love to present the latest and greatest in design, and you'll find pictures and feature articles spotlighting homeowners who live a variety of lifestyles. Unique structural",,https://m.media-amazon.com/images/I/61iA3gEMeAL._AC_.jpg,MAIN,the cover of architectural digest magazine with a man and woman sitting on a couch
B01HDAJ8IY,Taste of Home    Print Magazine,"Taste of Home America s #1 cooking magazine! Enjoy 100+ home-style recipes and tips, each a kitchen-tested family favorite made with everyday ingredients. Plus color photos of every recipe, cost-saving menus, healthy-choice dishes, casual entertaining ideas and more.",,https://m.media-amazon.com/images/I/71R20e1J+jL._AC_.jpg,MAIN,the cover of taste of home magazine
B00005QJDU,Air & Space,,,https://m.media-amazon.com/images/I/51i+Wnjc2FL._AC_.jpg,MAIN,the cover of a magazine with a spaceship in the background
B00006KI1N,Indian Artifact Magazine    Print Magazine,"Covers prehistoric American Indian history, including artifacts, lifestyles, customs, legends, and tribes.",,https://m.media-amazon.com/images/I/51GS9YCM4KL._AC_.jpg,MAIN,the cover of an indian magazine with an image of a man in a headdre
B010EJ6N2K,Prevention All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51LcHZp11DL._AC_.jpg,MAIN,prevention det and clean ebook & tablet
B002PXW0T4,Wine Enthusiast,,,https://m.media-amazon.com/images/I/61b0zpk5SdL._AC_.jpg,MAIN,a magazine cover with wine bottles and glasses
B00006L132,Vibrant Life    Print Magazine,"Offers articles promoting a happier home, better health and more fulfilled life. Articles include human interest stories, family growth, health, nutrition and interviews.",,https://m.media-amazon.com/images/I/61lf7yj6caL._AC_.jpg,MAIN,a magazine with a man and woman in the rain
B007MFGJHO,Scooby-Doo Where Are You?    Print Magazine,,,https://m.media-amazon.com/images/I/51FWWqfd7GL._AC_.jpg,MAIN,"the cover to the comic issue of scrbo, featuring a cartoon character riding on a giant fish"
B0002CK4UM,Batailles    Print Magazine,,,https://m.media-amazon.com/images/I/51cF62e2CrL._AC_.jpg,MAIN,"the cover of battles magazine, with two soldiers talking to each other soldiers"
B00OPFZ51A,Muscle & Fitness Hers    Print Magazine,"Muscle & Fitness Hers is written and designed for the active woman who wants more out of fitness. A success coach in print, Hers presents expert advice in a service oriented manner on training, nutrition, health, beauty and fashion for today?s woman. Our readers work extra hard to achieve what we have coined a ""super-fit"" lifestyle that permeates all aspects of our reader?s life in and out of the health clubs.",,https://m.media-amazon.com/images/I/51WaoZonsUL._AC_.jpg,MAIN,a woman in a sports bra top and shorts on the cover of her magazine
B005EI5R5Q,Gardens Illustrated    Print Magazine,"GARDENS ILLUSTRATED features the best gardens, plants and designers around the world, making it a must for the discerning gardener. Published 13 times a year, it offers an irresistible mix of beautiful gardens and must-have plants. With stunning photography and the world's best garden writing, it offers you information and insights you won't find elsewhere.",,https://m.media-amazon.com/images/I/51h6qoEcn2L._AC_.jpg,MAIN,a magazine with a garden on the cover
B00X6LREG8,Better Homes and Gardens All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51F52wKCz4L._AC_.jpg,MAIN,a tablet with a magazine cover on it
B0047VIANM,Numismatic News (1-year auto-renewal),,,https://m.media-amazon.com/images/I/61L9530rRJL._AC_.jpg,MAIN,the cover of numatic news magazine
B07TNVWVL6,Stereophile,,,https://m.media-amazon.com/images/I/61uLAfVCxCL._AC_.jpg,MAIN,a magazine cover with an image of a record player
B000060MJT,Colorado Outdoors,,,https://m.media-amazon.com/images/I/51Uga0TKNEL._AC_.jpg,MAIN,the cover of a magazine with a turkey on it
B002PXVYBE,Car and Driver    Print Magazine,,,https://m.media-amazon.com/images/I/61LF05tSF9L._AC_.jpg,MAIN,a magazine cover with four cars on the road
B00006KLD3,Korean Quarterly,,,https://m.media-amazon.com/images/I/51PBRAJB7HL._AC_.jpg,MAIN,"a poster for the korean film festival, featuring an image of a man standing in a field"
B07NKWL91J,Reason - 1 Year Auto Renew,,,https://m.media-amazon.com/images/I/41bqBUpuBkL._AC_.jpg,MAIN,the cover of a baseball magazine with a ball in it
B00006LK8F,Scout Life,,,https://m.media-amazon.com/images/I/515ZN6-RncL._AC_.jpg,MAIN,the cover of boy life magazine featuring a basketball player holding a ball
B000NY15XE,Ski Journal,,,https://m.media-amazon.com/images/I/51TIoAU6GGL._AC_.jpg,MAIN,the ski journal cover with skiers skiing on a mountain
B00005N7QG,Good Housekeeping    Print Magazine,,,https://m.media-amazon.com/images/I/71RHDeLdFxL._AC_.jpg,MAIN,the cover of good housekeeping magazine
B00007B2D2,True Story    Print Magazine,"True stories about women. Also information on food, beauty, health, horoscopes, and diet.",,https://m.media-amazon.com/images/I/41-9q9H1fML._AC_.jpg,MAIN,"a red book cover with the words, ' true story '"
B004GFH7SS,Communication Arts,,,https://m.media-amazon.com/images/I/61yZBy-mAQL._AC_.jpg,MAIN,the cover of the book ' s first edition
B00496IJ9A,Jewelry Artist : Lapidary Journal Jewelry Artist    Print Magazine,"Each issue presents the latest in gem and jewelry trends, incorporating gemstones, metal sheet and wire, expert advice, and spotlighting one jewelry artist. Projects feature clear, concise, illustrated directions and tips, while features focus on specific techniques, materials, and design ideas.",,https://m.media-amazon.com/images/I/51UT437X4UL._AC_.jpg,MAIN,"the cover of the jewelry book, featuring an image of a gold ring with pink crystals on it"
B00006K6E5,Breakthrough : the Magazine Devoted to the Serious Wildlife,,,https://m.media-amazon.com/images/I/51oYeuSI85L._AC_.jpg,MAIN,the cover of breakthrough magazine featuring a group of birds
B002PXW13E,CatWatch,,,https://m.media-amazon.com/images/I/61BEDUFoHeL._AC_.jpg,MAIN,a magazine with a picture of a cat on the cover
B00EV5HGWA,GAME & FISH WEST,,,https://m.media-amazon.com/images/I/617XuVJchKL._AC_.jpg,MAIN,"the cover of game fish magazine, featuring a brown trout"
B00006KATK,Culture Wars    Print Magazine,"Covers faith, culture and morals in our time from a Catholic perspective.",,https://m.media-amazon.com/images/I/41FVMSAWY2L._AC_.jpg,MAIN,the front page of a magazine with a black and white image
B00007G2MY,Geographical: the Royal Geographical Society Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/515MG1CY2JL._AC_.jpg,MAIN,a magazine cover with a man on a camel
B002PXVYZA,Reason    Print Magazine,"REASON is edited for people interested in economic, social, and international issues. Viewpoint stresses individual liberty, private responsibility, and limited government. Some emphasis on Pacific Rim, local/state issues with national impact, science/technology. Regular departments include news/trends, book reviews (mostly history, politics, and economics), and cultural commentary.",,https://m.media-amazon.com/images/I/51Me0924tAL._AC_.jpg,MAIN,a magazine cover with a bloody face on it
B004MNZOIY,Airliner World    Print Magazine,"Publication covering the global airline business. Includes the latest aircraft and equipment technology, merger information, challenges and opportunities facing the industry, historical information, and a travel section detailing out-of-the way airstrips around the world.",,https://m.media-amazon.com/images/I/51kDD1G+ooL._AC_.jpg,MAIN,a magazine cover with an airplane on the cover
B000FP2XNW,The Team Roping Journal    Print Magazine,"Spin To Win Rodeo is the most all-encompassing team roping magazine available anywhere. Readers are given in-depth horsemanship and roping tutorials from the industry's top professionals, Seven-Time World Champions Jake Barnes and Clay O'Brien Cooper in e",,https://m.media-amazon.com/images/I/61WbqVBxqGL._AC_.jpg,MAIN,a woman riding on the back of a horse
B0000D8CWS,Sunset    Print Magazine,"Product Description Sunset celebrates the promise of the West. We expose you to the experiences and advantages only the West can offer, so you'll never forget why you live here. Amazon.com Review Who Reads Sunset ? Sunset celebrates the promise of the West. It covers travel, garden, home, and food, guiding readers to experiences and advantages only the West can offer. Sunset provides foolproof yet adventurous recipes, step-by-step gardening information, ingenious designs for homes and outdoor-living spaces, and travel discoveries for day trips and weekend escapes. It inspires its audience with new ideas and show them how they can easily make them their own. Sunset focus on serving homeowners in the 13 Western states, with content customized into five editions: Northern California, Southern California, Northwest, Mountain, and Southwest. Localized content for each edition includes a five-page Weekend Guide and garden advice tailored to the distinct growing conditions in each area. What ",,https://m.media-amazon.com/images/I/71Qfyg-ydpL._AC_.jpg,MAIN,a magazine cover with an image of a tent in the woods
B000AMXXFW,Diabetic Living    Print Magazine,"A national consumer magazine encompassing your diabetic lifestyle, including health information, recipes, fitness tips and real stories about diabetic people and their lifestyles.",,https://m.media-amazon.com/images/I/61tBmpUgOKL._AC_.jpg,MAIN,"the cover of the issue of taste magazine, featuring a variety of dishes"
